phenotype	phenoscore	phenoscore_time	pheno_id
glycolysis	 -9.501143	19.7	Pheno81
lipogenesis	 48.462350	19.7	Pheno81
m2 polarization	 44.675618	19.7	Pheno81
metastasis	  9.023927	19.7	Pheno81
muscle atrophy	145.335310	19.7	Pheno81
myotube hypertrophy	-57.272685	19.7	Pheno81
neurogenesis	 13.722561	19.7	Pheno81
proliferation	-18.440780	19.7	Pheno81
protein synthesis	-20.320510	19.7	Pheno81
skeletal muscle differentiation	 13.646184	19.7	Pheno81
survival	-10.239691	19.7	Pheno81
synaptic plasticity	-12.683351	19.7	Pheno81
t cell activation	 23.607623	19.7	Pheno81
translational regulation	-26.986491	19.7	Pheno81
vldl assembly	 64.360965	19.7	Pheno81
adipogenesis	  8.151913	17.89	Pheno82
apoptosis	 43.123128	17.89	Pheno82
autophagy	147.817154	17.89	Pheno82
cell cycle block	 28.565797	17.89	Pheno82
cell cycle exit	 37.549785	17.89	Pheno82
cell cycle progress 	-28.565797	17.89	Pheno82
cell death	 48.734172	17.89	Pheno82
cell growth	 28.118212	17.89	Pheno82
dendritic spine morphogenesis	-48.271280	17.89	Pheno82
fibrosis	  8.979307	17.89	Pheno82
glycolysis	 -9.690910	17.89	Pheno82
lipogenesis	 45.725033	17.89	Pheno82
m2 polarization	 42.981442	17.89	Pheno82
metastasis	 11.219433	17.89	Pheno82
muscle atrophy	183.499731	17.89	Pheno82
myotube hypertrophy	-68.164477	17.89	Pheno82
neurogenesis	 16.108838	17.89	Pheno82
proliferation	-20.297274	17.89	Pheno82
protein synthesis	-24.876521	17.89	Pheno82
skeletal muscle differentiation	 15.383033	17.89	Pheno82
survival	-14.522054	17.89	Pheno82
synaptic plasticity	-14.512045	17.89	Pheno82
t cell activation	 21.003044	17.89	Pheno82
translational regulation	-31.433740	17.89	Pheno82
vldl assembly	 54.770421	17.89	Pheno82
actin cytoskeleton reorganization	  -4.7337297	18.99	Pheno83
adipogenesis	   6.5907136	18.99	Pheno83
alternative splicing regulation	  26.2091346	18.99	Pheno83
apoptosis	   6.1091832	18.99	Pheno83
autophagy	  20.8742095	18.99	Pheno83
cell cycle block	  22.9744765	18.99	Pheno83
cell cycle exit	  40.9209870	18.99	Pheno83
cell cycle progress 	 -22.9744765	18.99	Pheno83
cell death	   2.9034593	18.99	Pheno83
cell growth	  50.2334378	18.99	Pheno83
dendritic spine morphogenesis	 -35.8184177	18.99	Pheno83
differentiation	  10.6307137	18.99	Pheno83
dna repair	   0.3878328	18.99	Pheno83
epithelial-mesenchymal transition	  11.0109718	18.99	Pheno83
fatty acid biosynthesis	  71.6216586	18.99	Pheno83
fibrosis	  27.1681131	18.99	Pheno83
food intake	 -42.4949502	18.99	Pheno83
g1/s transition	-109.4608391	18.99	Pheno83
glycogen synthesis	 -12.1455958	18.99	Pheno83
glycolysis	 -14.9535891	18.99	Pheno83
hexosamine biosynthesis	  98.0288898	18.99	Pheno83
lipogenesis	  15.8340338	18.99	Pheno83
m1 polarization	  12.1087748	18.99	Pheno83
m2 polarization	  34.3406289	18.99	Pheno83
mast-cell diff	  23.9213146	18.99	Pheno83
megakaryocyte differentiation 	  23.9213146	18.99	Pheno83
metastasis	  -3.5803768	18.99	Pheno83
microtubule polimerization	  -4.0817615	18.99	Pheno83
mitotic checkpoint	  17.1132868	18.99	Pheno83
muscle atrophy	  29.1439448	18.99	Pheno83
myoblast fusion	  -7.6770884	18.99	Pheno83
myotube hypertrophy	 -41.6218852	18.99	Pheno83
neurogenesis	 -38.2513615	18.99	Pheno83
nucleotide synthesis	 139.1866534	18.99	Pheno83
proliferation	 -44.7874040	18.99	Pheno83
protein glycosylation	  98.0288898	18.99	Pheno83
protein synthesis	 -13.3792689	18.99	Pheno83
pyrimidine biosynthesis	 -16.8034630	18.99	Pheno83
rrna transcription	   1.5499419	18.99	Pheno83
skeletal muscle differentiation	   2.2610097	18.99	Pheno83
spindle assembly	  -2.2478444	18.99	Pheno83
survival	 -32.8926151	18.99	Pheno83
synaptic plasticity	   2.6555936	18.99	Pheno83
synaptic vesicle exocytosis	  10.0742371	18.99	Pheno83
t cell activation	  22.6540717	18.99	Pheno83
translational regulation	 -15.1056887	18.99	Pheno83
vldl assembly	  19.1565847	18.99	Pheno83
adipogenesis	   5.5147283	18.85	Pheno84
alternative splicing regulation	  23.5002168	18.85	Pheno84
apoptosis	   4.4728207	18.85	Pheno84
autophagy	  21.6733812	18.85	Pheno84
cell cycle block	  26.4897343	18.85	Pheno84
cell cycle exit	  40.1411286	18.85	Pheno84
cell cycle progress 	 -26.4897343	18.85	Pheno84
cell death	   1.7560311	18.85	Pheno84
cell growth	  50.7308875	18.85	Pheno84
dendritic spine morphogenesis	 -31.2723356	18.85	Pheno84
differentiation	   8.0309691	18.85	Pheno84
dna repair	   0.2247050	18.85	Pheno84
epithelial-mesenchymal transition	   6.6095747	18.85	Pheno84
fatty acid biosynthesis	  60.7839347	18.85	Pheno84
fibrosis	  28.2487268	18.85	Pheno84
food intake	 -42.7031216	18.85	Pheno84
g1/s transition	-137.8450546	18.85	Pheno84
glycogen synthesis	 -12.5130548	18.85	Pheno84
glycolysis	 -16.0115144	18.85	Pheno84
hexosamine biosynthesis	  86.1401201	18.85	Pheno84
lipogenesis	  16.9069390	18.85	Pheno84
m1 polarization	  12.2617024	18.85	Pheno84
m2 polarization	  36.0883921	18.85	Pheno84
mast-cell diff	  39.8687291	18.85	Pheno84
megakaryocyte differentiation 	  39.8687291	18.85	Pheno84
microtubule polimerization	  -4.0250119	18.85	Pheno84
mitotic checkpoint	  22.5875659	18.85	Pheno84
muscle atrophy	  27.3520883	18.85	Pheno84
myoblast fusion	  -7.9466033	18.85	Pheno84
myotube hypertrophy	 -39.4638108	18.85	Pheno84
neurodegeneration	  -0.4064958	18.85	Pheno84
neurogenesis	 -35.3242450	18.85	Pheno84
nucleotide synthesis	  98.4475311	18.85	Pheno84
proliferation	 -47.9269023	18.85	Pheno84
protein glycosylation	  86.1401201	18.85	Pheno84
protein synthesis	 -13.6132167	18.85	Pheno84
pyrimidine biosynthesis	 -16.8034630	18.85	Pheno84
rrna transcription	   2.0245289	18.85	Pheno84
skeletal muscle differentiation	   2.7326663	18.85	Pheno84
spindle assembly	  -3.3863168	18.85	Pheno84
survival	 -32.6523546	18.85	Pheno84
synaptic plasticity	   2.3702569	18.85	Pheno84
synaptic vesicle exocytosis	   9.3165587	18.85	Pheno84
t cell activation	  21.3331540	18.85	Pheno84
translational regulation	 -16.2330765	18.85	Pheno84
vldl assembly	  20.4196007	18.85	Pheno84
cell death	  21.39766	17.34	Pheno85
glycolysis	-176.75224	17.34	Pheno85
lipogenesis	  86.98527	17.34	Pheno85
myotube hypertrophy	  21.62279	17.34	Pheno85
proliferation	 -16.95022	17.34	Pheno85
vldl assembly	 222.32793	17.34	Pheno85
cell death	  14.50402	17.67	Pheno86
glycolysis	-134.08584	17.67	Pheno86
lipogenesis	  67.22393	17.67	Pheno86
myotube hypertrophy	  44.60149	17.67	Pheno86
proliferation	 -16.39063	17.67	Pheno86
vldl assembly	 168.65997	17.67	Pheno86
apoptosis	 48.55717	17.77	Pheno87
autophagy	 87.41125	17.77	Pheno87
cell cycle block	 26.15830	17.77	Pheno87
cell cycle exit	 36.00719	17.77	Pheno87
cell cycle progress 	-26.15830	17.77	Pheno87
cell death	 53.46051	17.77	Pheno87
cell growth	 64.44709	17.77	Pheno87
dendritic spine morphogenesis	-30.24834	17.77	Pheno87
fibrosis	 14.07806	17.77	Pheno87
glycolysis	-12.61364	17.77	Pheno87
lipogenesis	 59.38938	17.77	Pheno87
m2 polarization	 55.05337	17.77	Pheno87
metastasis	 11.38982	17.77	Pheno87
muscle atrophy	136.61781	17.77	Pheno87
myotube hypertrophy	-73.85370	17.77	Pheno87
proliferation	-16.71376	17.77	Pheno87
protein synthesis	-19.47986	17.77	Pheno87
skeletal muscle differentiation	 16.48236	17.77	Pheno87
survival	-12.79923	17.77	Pheno87
t cell activation	 26.48279	17.77	Pheno87
translational regulation	-61.20683	17.77	Pheno87
vldl assembly	 75.01340	17.77	Pheno87
apoptosis	 50.04975	17.53	Pheno88
autophagy	 90.45652	17.53	Pheno88
cell cycle block	 27.47119	17.53	Pheno88
cell cycle exit	 33.23538	17.53	Pheno88
cell cycle progress 	-27.47119	17.53	Pheno88
cell death	 55.30900	17.53	Pheno88
cell growth	 81.15687	17.53	Pheno88
dendritic spine morphogenesis	-34.90444	17.53	Pheno88
fibrosis	 10.70806	17.53	Pheno88
glycolysis	-13.86669	17.53	Pheno88
lipogenesis	 63.28932	17.53	Pheno88
m2 polarization	 62.15105	17.53	Pheno88
metastasis	 10.95488	17.53	Pheno88
muscle atrophy	169.15094	17.53	Pheno88
myotube hypertrophy	-57.36402	17.53	Pheno88
proliferation	-16.69163	17.53	Pheno88
protein synthesis	-23.85540	17.53	Pheno88
skeletal muscle differentiation	 12.93721	17.53	Pheno88
survival	-12.45314	17.53	Pheno88
t cell activation	 32.52946	17.53	Pheno88
translational regulation	-51.84230	17.53	Pheno88
vldl assembly	 48.31088	17.53	Pheno88
actin cytoskeleton reorganization	 -4.6526210	18.62	Pheno89
adipogenesis	 -1.2636092	18.62	Pheno89
alternative splicing regulation	 35.3297908	18.62	Pheno89
apoptosis	  8.1386746	18.62	Pheno89
autophagy	 24.1376851	18.62	Pheno89
cell cycle block	 30.5933028	18.62	Pheno89
cell cycle exit	 61.2222943	18.62	Pheno89
cell cycle progress 	-30.5933028	18.62	Pheno89
cell death	  5.6266858	18.62	Pheno89
cell growth	 33.8508918	18.62	Pheno89
dendritic spine morphogenesis	-34.0278799	18.62	Pheno89
differentiation	  7.2711022	18.62	Pheno89
dna repair	 -0.2152269	18.62	Pheno89
epithelial-mesenchymal transition	  0.3660034	18.62	Pheno89
fatty acid biosynthesis	 65.8455362	18.62	Pheno89
fibrosis	 26.4087141	18.62	Pheno89
food intake	-33.0962155	18.62	Pheno89
g1/s transition	-15.7988323	18.62	Pheno89
glycogen synthesis	-10.7836872	18.62	Pheno89
glycolysis	-13.8662957	18.62	Pheno89
lipogenesis	 25.5679285	18.62	Pheno89
m1 polarization	 12.5215696	18.62	Pheno89
m2 polarization	 36.7423400	18.62	Pheno89
mast-cell diff	 31.9776576	18.62	Pheno89
megakaryocyte differentiation 	 31.9776576	18.62	Pheno89
metastasis	 -4.1925387	18.62	Pheno89
mitotic checkpoint	 19.9477985	18.62	Pheno89
muscle atrophy	 25.9340849	18.62	Pheno89
myotube hypertrophy	-28.2815026	18.62	Pheno89
neurodegeneration	 -0.3527250	18.62	Pheno89
neurogenesis	-38.9450177	18.62	Pheno89
nucleotide synthesis	 82.2825269	18.62	Pheno89
proliferation	-57.7674474	18.62	Pheno89
protein synthesis	-15.4121462	18.62	Pheno89
pyrimidine biosynthesis	-25.6835898	18.62	Pheno89
skeletal muscle differentiation	  1.7590239	18.62	Pheno89
spindle assembly	 34.6579777	18.62	Pheno89
survival	-31.6149528	18.62	Pheno89
synaptic plasticity	 -2.0205752	18.62	Pheno89
synaptic vesicle exocytosis	  8.2184784	18.62	Pheno89
t cell activation	 35.3971065	18.62	Pheno89
translational regulation	-20.9686000	18.62	Pheno89
vldl assembly	 19.7164520	18.62	Pheno89
adipogenesis	 -0.9768431	19.93	Pheno90
alternative splicing regulation	 35.3297908	19.93	Pheno90
apoptosis	  5.8851258	19.93	Pheno90
autophagy	 23.7688674	19.93	Pheno90
cell cycle block	 26.0461450	19.93	Pheno90
cell cycle exit	 58.5003959	19.93	Pheno90
cell cycle progress 	-26.0461450	19.93	Pheno90
cell death	  4.0438324	19.93	Pheno90
cell growth	 32.8226343	19.93	Pheno90
dendritic spine morphogenesis	-28.6176129	19.93	Pheno90
differentiation	  6.2889224	19.93	Pheno90
dna repair	 -0.5266337	19.93	Pheno90
epithelial-mesenchymal transition	  0.6799806	19.93	Pheno90
fatty acid biosynthesis	 68.5053763	19.93	Pheno90
fibrosis	 25.1813541	19.93	Pheno90
food intake	-47.9035949	19.93	Pheno90
g1/s transition	 -9.8534184	19.93	Pheno90
glycogen synthesis	-11.2621657	19.93	Pheno90
glycolysis	-13.1626445	19.93	Pheno90
lipogenesis	 30.3564125	19.93	Pheno90
m1 polarization	 11.4613782	19.93	Pheno90
m2 polarization	 41.6679113	19.93	Pheno90
mast-cell diff	 37.3198106	19.93	Pheno90
megakaryocyte differentiation 	 37.3198106	19.93	Pheno90
metastasis	 -4.3413720	19.93	Pheno90
mitotic checkpoint	 14.2813556	19.93	Pheno90
muscle atrophy	 27.2421221	19.93	Pheno90
myotube hypertrophy	-36.1360176	19.93	Pheno90
neurodegeneration	 -0.4277974	19.93	Pheno90
neurogenesis	-62.3493609	19.93	Pheno90
nucleotide synthesis	139.0165424	19.93	Pheno90
proliferation	-56.4691970	19.93	Pheno90
protein synthesis	-17.3496241	19.93	Pheno90
pyrimidine biosynthesis	-28.6699329	19.93	Pheno90
skeletal muscle differentiation	  2.2615533	19.93	Pheno90
spindle assembly	 22.7064283	19.93	Pheno90
survival	-35.2099533	19.93	Pheno90
synaptic plasticity	  0.7039522	19.93	Pheno90
synaptic vesicle exocytosis	  9.7910129	19.93	Pheno90
t cell activation	 33.5333701	19.93	Pheno90
translational regulation	-18.7194670	19.93	Pheno90
vldl assembly	 24.6874798	19.93	Pheno90
apoptosis	  24.58211	16.98	Pheno91
cell cycle block	  86.13144	16.98	Pheno91
cell cycle progress 	 -86.13144	16.98	Pheno91
cell death	  78.04360	16.98	Pheno91
cell growth	  67.39755	16.98	Pheno91
glycolysis	-150.64240	16.98	Pheno91
lipogenesis	  74.11835	16.98	Pheno91
myotube hypertrophy	  44.65504	16.98	Pheno91
proliferation	 -17.04470	16.98	Pheno91
vldl assembly	 112.95003	16.98	Pheno91
apoptosis	  28.01024	16.98	Pheno92
cell cycle block	  99.55842	16.98	Pheno92
cell cycle progress 	 -99.55842	16.98	Pheno92
cell death	  90.16436	16.98	Pheno92
cell growth	  50.62063	16.98	Pheno92
glycolysis	-208.81215	16.98	Pheno92
lipogenesis	  86.86377	16.98	Pheno92
myotube hypertrophy	  35.06841	16.98	Pheno92
proliferation	 -17.80909	16.98	Pheno92
vldl assembly	 220.74495	16.98	Pheno92
adipogenesis	   7.822583	17.72	Pheno93
apoptosis	  43.974105	17.72	Pheno93
autophagy	  86.968372	17.72	Pheno93
cell cycle block	  27.357198	17.72	Pheno93
cell cycle exit	  33.697520	17.72	Pheno93
cell cycle progress 	 -27.357198	17.72	Pheno93
cell death	  58.572080	17.72	Pheno93
cell growth	  34.740678	17.72	Pheno93
dendritic spine morphogenesis	 -34.724391	17.72	Pheno93
fibrosis	   8.297663	17.72	Pheno93
glycolysis	 -11.502932	17.72	Pheno93
lipogenesis	  32.548482	17.72	Pheno93
m2 polarization	  49.073911	17.72	Pheno93
metastasis	   9.981852	17.72	Pheno93
muscle atrophy	 118.241762	17.72	Pheno93
myotube hypertrophy	-141.081020	17.72	Pheno93
neurogenesis	  21.123693	17.72	Pheno93
proliferation	 -20.299760	17.72	Pheno93
protein synthesis	 -19.384056	17.72	Pheno93
skeletal muscle differentiation	  12.562236	17.72	Pheno93
survival	 -11.035529	17.72	Pheno93
synaptic plasticity	 -14.153386	17.72	Pheno93
t cell activation	  21.172726	17.72	Pheno93
translational regulation	 -37.361231	17.72	Pheno93
vldl assembly	  57.122022	17.72	Pheno93
adipogenesis	  8.092597	18.23	Pheno94
apoptosis	 35.830500	18.23	Pheno94
autophagy	 72.468767	18.23	Pheno94
cell cycle block	 27.108506	18.23	Pheno94
cell cycle exit	 31.333136	18.23	Pheno94
cell cycle progress 	-27.108506	18.23	Pheno94
cell death	 42.099883	18.23	Pheno94
cell growth	 25.961575	18.23	Pheno94
dendritic spine morphogenesis	-24.349350	18.23	Pheno94
fibrosis	  7.083155	18.23	Pheno94
glycolysis	-10.359734	18.23	Pheno94
lipogenesis	 36.263444	18.23	Pheno94
m2 polarization	 42.700084	18.23	Pheno94
metastasis	 17.608587	18.23	Pheno94
muscle atrophy	108.315562	18.23	Pheno94
myotube hypertrophy	-45.372893	18.23	Pheno94
neurogenesis	 16.809851	18.23	Pheno94
proliferation	-17.933774	18.23	Pheno94
protein synthesis	-21.023639	18.23	Pheno94
skeletal muscle differentiation	 11.166613	18.23	Pheno94
survival	-11.297385	18.23	Pheno94
synaptic plasticity	-16.624822	18.23	Pheno94
t cell activation	 22.471596	18.23	Pheno94
translational regulation	-39.989086	18.23	Pheno94
vldl assembly	 40.608992	18.23	Pheno94
adipogenesis	  5.9859402	18.45	Pheno95
alternative splicing regulation	 26.2981198	18.45	Pheno95
apoptosis	  6.6878676	18.45	Pheno95
autophagy	 18.6949495	18.45	Pheno95
cell cycle block	 21.0494139	18.45	Pheno95
cell cycle exit	 38.6237667	18.45	Pheno95
cell cycle progress 	-21.0494139	18.45	Pheno95
cell death	  2.0810418	18.45	Pheno95
cell growth	 48.4481699	18.45	Pheno95
dendritic spine morphogenesis	-26.5310941	18.45	Pheno95
differentiation	  9.5527472	18.45	Pheno95
dna repair	  0.6702137	18.45	Pheno95
epithelial-mesenchymal transition	 13.7910764	18.45	Pheno95
fatty acid biosynthesis	 88.3792056	18.45	Pheno95
fibrosis	 25.1990971	18.45	Pheno95
food intake	-34.0663337	18.45	Pheno95
g1/s transition	-95.4144148	18.45	Pheno95
glycogen synthesis	-14.8555129	18.45	Pheno95
glycolysis	-15.0933318	18.45	Pheno95
hexosamine biosynthesis	113.4413461	18.45	Pheno95
lipogenesis	 19.6341371	18.45	Pheno95
m1 polarization	 13.0696851	18.45	Pheno95
m2 polarization	 31.8592774	18.45	Pheno95
mast-cell diff	 30.3543165	18.45	Pheno95
megakaryocyte differentiation 	 30.3543165	18.45	Pheno95
microtubule polimerization	 -3.8858370	18.45	Pheno95
mitotic checkpoint	 10.6276205	18.45	Pheno95
muscle atrophy	 25.6632730	18.45	Pheno95
myoblast fusion	 -8.2765224	18.45	Pheno95
myotube hypertrophy	-40.6842626	18.45	Pheno95
neurodegeneration	 -0.4085322	18.45	Pheno95
neurogenesis	-29.1812527	18.45	Pheno95
nucleotide synthesis	121.7829589	18.45	Pheno95
proliferation	-42.4934753	18.45	Pheno95
protein glycosylation	113.4413461	18.45	Pheno95
protein synthesis	-12.5479083	18.45	Pheno95
pyrimidine biosynthesis	-16.4705135	18.45	Pheno95
rrna transcription	  2.9577876	18.45	Pheno95
skeletal muscle differentiation	  3.3001484	18.45	Pheno95
spindle assembly	 -1.6390313	18.45	Pheno95
survival	-30.1636099	18.45	Pheno95
synaptic plasticity	  4.6410810	18.45	Pheno95
synaptic vesicle exocytosis	  7.8785751	18.45	Pheno95
t cell activation	 23.6327312	18.45	Pheno95
translational regulation	-15.7987181	18.45	Pheno95
vldl assembly	 21.9317947	18.45	Pheno95
adipogenesis	   5.9754809	20.67	Pheno96
alternative splicing regulation	  26.2981198	20.67	Pheno96
apoptosis	   6.5851232	20.67	Pheno96
autophagy	  21.2815434	20.67	Pheno96
cell cycle block	  28.7239906	20.67	Pheno96
cell cycle exit	  37.8807217	20.67	Pheno96
cell cycle progress 	 -28.7239906	20.67	Pheno96
cell death	   2.6043633	20.67	Pheno96
cell growth	  53.5578783	20.67	Pheno96
dendritic spine morphogenesis	 -27.5918509	20.67	Pheno96
differentiation	  11.0529858	20.67	Pheno96
dna repair	   1.0624628	20.67	Pheno96
epithelial-mesenchymal transition	  12.0361802	20.67	Pheno96
fatty acid biosynthesis	  75.5965265	20.67	Pheno96
fibrosis	  25.5009428	20.67	Pheno96
food intake	 -39.8009777	20.67	Pheno96
g1/s transition	-145.6100841	20.67	Pheno96
glycogen synthesis	 -11.4689322	20.67	Pheno96
glycolysis	 -13.7567265	20.67	Pheno96
hexosamine biosynthesis	 136.2022071	20.67	Pheno96
lipogenesis	  18.3392507	20.67	Pheno96
m1 polarization	  16.7155424	20.67	Pheno96
m2 polarization	  35.2924733	20.67	Pheno96
mast-cell diff	  42.4927730	20.67	Pheno96
megakaryocyte differentiation 	  42.4927730	20.67	Pheno96
microtubule polimerization	  -3.5781334	20.67	Pheno96
mitotic checkpoint	  19.8462262	20.67	Pheno96
muscle atrophy	  31.4645579	20.67	Pheno96
myoblast fusion	  -8.4464434	20.67	Pheno96
myotube hypertrophy	 -39.9224270	20.67	Pheno96
neurodegeneration	  -0.4417321	20.67	Pheno96
neurogenesis	 -36.9120475	20.67	Pheno96
nucleotide synthesis	  98.7521022	20.67	Pheno96
proliferation	 -45.5509760	20.67	Pheno96
protein glycosylation	 136.2022071	20.67	Pheno96
protein synthesis	 -14.7531378	20.67	Pheno96
pyrimidine biosynthesis	 -19.3106862	20.67	Pheno96
rrna transcription	   2.5256813	20.67	Pheno96
skeletal muscle differentiation	   2.5634889	20.67	Pheno96
spindle assembly	  -2.7891641	20.67	Pheno96
survival	 -28.2311619	20.67	Pheno96
synaptic plasticity	   2.3218780	20.67	Pheno96
synaptic vesicle exocytosis	   8.2613775	20.67	Pheno96
t cell activation	  22.0474482	20.67	Pheno96
translational regulation	 -16.0096437	20.67	Pheno96
vldl assembly	  21.0252934	20.67	Pheno96
